EdFiEntity,EdFiEntityPath,EdFiElementName,EdFiElementType,EdFiRequired,EdFiElementDescription,EdFiEntityDescription,CEDSElementName,CEDSElementType,CEDSElementDefinition,CEDSGlobalId,CEDSMappingNotes,CEDSMappingConfidence,CEDSDWTable,CEDSDWColumn,CEDSDWElementType,CEDSStagingTable,CEDSStagingColumn,CEDSStagingElementType,CEDSOntologyClassURI,CEDSOntologyClassLabel,CEDSOntologyConceptSchemeURI,CEDSOntologyConceptSchemeLabel,CEDSOntologyPropertyURI,CEDSOntologyPropertyLabel,CEDSOntologyPropertyNotation,CEDSOntologyPropertyRangeIncludes
EducationOrganizationNetworkAssociation,EndDate,EndDate,Date,0,"The date on which the education organization left this network. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",Properties of the association between the education organization and its network(s).,Not in CEDS,,,000000,"Education Organization Network is an Organization Type in CEDS. Organization Relationship Type would describe the relationship, but when it begins/ends is not in CEDS. This could be added",Not in CEDS,,,,,,,,,,,,,,
EducationServiceCenter,EducationOrganization.Address.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationServiceCenter,EducationOrganization.Address.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationServiceCenter,EducationOrganization.EducationOrganizationIndicator.Period.BeginDate,BeginDate,Date,1,"The month, day, and year for the start of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationServiceCenter,EducationOrganization.EducationOrganizationIndicator.Period.EndDate,EndDate,Date,0,"The month, day, and year for the end of the period. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Not in CEDS,,,000000,Is this a reporting period? There was discussion related to adding Reporting Period Begin Date and Reporting Period End Date to CEDS.,Not in CEDS,,,,,,,,,,,,,,
EducationServiceCenter,EducationOrganization.InternationalAddress.BeginDate,BeginDate,Date,0,"The first date the address is valid. For physical addresses, the date the individual moved to that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Record Start Date Time,YYYY-MM-DDTHH:MM:SS,"The start date and, optionally, time that a record is active as used to support version control.",001917,,Yes,,,,,,,http://ceds.ed.gov/terms#C000000,Base CEDS Resource,,,http://ceds.ed.gov/terms#P001917,Record Start Date Time,RecordStartDateTime,http://www.w3.org/2001/XMLSchema#dateTime
EducationServiceCenter,EducationOrganization.InternationalAddress.EndDate,EndDate,Date,0,"The last date the address is valid. For physical addresses, the date the individual moved from that address. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.","This entity represents a regional, multi-services public agency authorized by state law to develop, manage and provide services, programs, or other support options (e.g., construction, food services, and technology services) to LEAs.",Record End Date Time,YYYY-MM-DDTHH:MM:SS,"The end date and, optionally, time that a record is active as used to support version control.",001918,,Yes,,,,,,,,,,,,,,
EvaluationRating (TPDM),Reviewer.ReceivedTraining.ReceivedTrainingDate,ReceivedTrainingDate,Date,0,The date on which the person administering the performance meausre received training on how to conduct performance measures.,The summary weighting for the Evaluation instrument for an individual educator.,Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
FeederSchoolAssociation,BeginDate,BeginDate,Date,1,"The month, day, and year of the first day of the feeder school association. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The association from feeder school to the receiving school.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
FeederSchoolAssociation,EndDate,EndDate,Date,0,"The month, day, and year of the last day of the feeder school association. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",The association from feeder school to the receiving school.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
FinancialAid (TPDM),BeginDate,BeginDate,Date,1,"The date the award was designated. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents the financial aid a person is awarded.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
FinancialAid (TPDM),EndDate,EndDate,Date,0,"The date the award was removed. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This entity represents the financial aid a person is awarded.,Not in CEDS,,,000000,,Not in CEDS,,,,,,,,,,,,,,
GeneralStudentProgramAssociation,BeginDate,BeginDate,Date,1,"The earliest date the student is involved with the program. Typically, this is the date the student becomes eligible for the program. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This association base class represents the basic relationship between students and programs.,Program Participation Start Date,YYYY-MM-DD,"The year, month and day on which the person began to participate in a program.",000590,,Yes,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000590,Program Participation Start Date,ProgramParticipationStartDate,http://www.w3.org/2001/XMLSchema#dateTime
GeneralStudentProgramAssociation,EndDate,EndDate,Date,0,"The month, day, and year on which the student exited the program or stopped receiving services. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines.",This association base class represents the basic relationship between students and programs.,Program Participation Exit Date,YYYY-MM-DD,"The year, month and day on which the person ceased to participate in a program.",000591,,Yes,,,,,,,http://ceds.ed.gov/terms#C200257,Membership,,,http://ceds.ed.gov/terms#P000591,Program Participation Exit Date,ProgramParticipationExitDate,http://www.w3.org/2001/XMLSchema#dateTime
